150,0,1,1258667,
150,1,150,508587,
150,2,11175,340906,
150,3,551300,279894,
150,4,20260275,358400,
150,5,591600030,480427,
150,6,14297000725,176640,
150,7,294109729200,165547,
150,8,5257211409450,161707,
150,9,82947113349100,160427,
150,10,1169554298222310,125014,
150,11,14885236522829400,114774,
150,12,172420656389440550,136960,
150,13,1830311583210984300,131413,
150,14,17910906207136060650,173653,
150,15,162392216278033616560,115627,
150,16,1370184324845908639725,115200,
150,17,10800276442903044571950,201386,
150,18,79802042605894718226075,193707,
150,19,554414190735689621360100,190293,
150,20,3631412949318767019908655,197973,
150,21,22480175400544748218482150,203093,
150,22,131815573939557841826554425,192427,
150,23,733582324533191467556476800,211627,
150,24,3881873133988138182486356400,204373,
150,25,19564640595300216439731236256,207787,
150,26,94060772092789502114092482000,182187,
150,27,431982805166885120820276584000,189013,
150,28,1897638751268816780746214994000,214187,
150,29,7983169919130884387966835492000,200107,
150,30,32198785340494567031466236484400,194986,
150,31,124640459382559614315353173488000,196693,
150,32,463506708328893565735219613908500,190293,
150,33,1657387623721498204750179225491000,180054,
150,34,5703363293394567351640322628895500,190720,
150,35,18902575486679137508293640712910800,428373,
150,36,60383227249113911484826907832909500,210346,
150,37,186045619091864484034331553863559000,171093,
150,38,553240919931070702523143831225846500,176640,
150,39,1588794436725126120066464335828072000,162987,
150,40,4408904561912224983184438531922899800,161280,
150,41,11828768336837676784153371671012658000,159574,
150,42,30698470207507304035064702670009041000,165547,
150,43,77103134474669507808999718333976196000,164267,
150,44,187500804290673575808249315039442113000,167254,
150,45,441668561218031089681653942092908088400,168106,
150,46,1008156498432462269925514433038159767000,185600,
150,47,2230814379510129278133053213531247144000,154880,
150,48,4786955856032152409327176687369134496500,144640,
150,49,9964683618679174403089224941054116707000,149333,
150,50,20128660909731932294240234380929315748140,149333,
150,51,39467962568101828027922028197900619114000,166826,
150,52,75140928735424634130082322915233871005500,146346,
150,53,138939830491917248014114483880998478463000,141653,
150,54,249577102920666167729057498823275044646500,144640,
150,55,435625488734253674581627634309716441564800,140800,
150,56,739007525531323197950975451061126106226000,142933,
150,57,1218714164911304922936696357890278140092000,149333,
150,58,1954145126495713066088151056617170121182000,142933,
150,59,3047141553179755967459489783199655104216000,141654,
150,60,4621498022322629883980226171186143574727600,138667,
150,61,6818603639492404746856071400110703634844000,142507,
150,62,9787995547013290685003070235642784250018000,148480,
150,63,13672120764082056829845558424389920857168000,118187,
150,64,18585539163674046003071305983155048665212750,133973,
150,65,24590097970399507019448189454635910541666100,114773,
150,66,31669065567938759040198425812788672667297250,117760,
150,67,39704500115027697901144295048869380657507000,118613,
150,68,48462845728636748908749654250825861684898250,135253,
150,69,57593526807945121891557560124169864611038500,124160,
150,70,66643938163479355331659462429396557621344550,119893,
150,71,75091761310962653894827563300728515629684000,119893,
150,72,82392349216195134134602465288299343538125500,122026,
150,73,88035660806345485787657428664210257479093000,113493,
150,74,91604674082278410887157054150597159809326500,112214,
150,75,92826069736708789698985814872605121940117520,117760,
150,76,91604674082278410887157054150597159809326500,114347,
150,77,88035660806345485787657428664210257479093000,115200,
150,78,82392349216195134134602465288299343538125500,116053,
150,79,75091761310962653894827563300728515629684000,114773,
150,80,66643938163479355331659462429396557621344550,111360,
150,81,57593526807945121891557560124169864611038500,114773,
150,82,48462845728636748908749654250825861684898250,114346,
150,83,39704500115027697901144295048869380657507000,110507,
150,84,31669065567938759040198425812788672667297250,125867,
150,85,24590097970399507019448189454635910541666100,131840,
150,86,18585539163674046003071305983155048665212750,121173,
150,87,13672120764082056829845558424389920857168000,83627,
150,88,9787995547013290685003070235642784250018000,81067,
150,89,6818603639492404746856071400110703634844000,80214,
150,90,4621498022322629883980226171186143574727600,76373,
150,91,3047141553179755967459489783199655104216000,75947,
150,92,1954145126495713066088151056617170121182000,89173,
150,93,1218714164911304922936696357890278140092000,74240,
150,94,739007525531323197950975451061126106226000,73813,
150,95,435625488734253674581627634309716441564800,73813,
150,96,249577102920666167729057498823275044646500,70826,
150,97,138939830491917248014114483880998478463000,69974,
150,98,75140928735424634130082322915233871005500,69973,
150,99,39467962568101828027922028197900619114000,94720,
150,100,20128660909731932294240234380929315748140,78506,
150,101,9964683618679174403089224941054116707000,75947,
150,102,4786955856032152409327176687369134496500,75520,
150,103,2230814379510129278133053213531247144000,76800,
150,104,1008156498432462269925514433038159767000,68693,
150,105,441668561218031089681653942092908088400,90027,
150,106,187500804290673575808249315039442113000,78506,
150,107,77103134474669507808999718333976196000,71680,
150,108,30698470207507304035064702670009041000,68693,
150,109,11828768336837676784153371671012658000,67414,
150,110,4408904561912224983184438531922899800,70827,
150,111,1588794436725126120066464335828072000,68693,
150,112,553240919931070702523143831225846500,70400,
150,113,186045619091864484034331553863559000,68267,
150,114,60383227249113911484826907832909500,68693,
150,115,18902575486679137508293640712910800,102827,
150,116,5703363293394567351640322628895500,79360,
150,117,1657387623721498204750179225491000,89173,
150,118,463506708328893565735219613908500,71680,
150,119,124640459382559614315353173488000,72107,
150,120,32198785340494567031466236484400,75947,
150,121,7983169919130884387966835492000,66560,
150,122,1897638751268816780746214994000,71253,
150,123,431982805166885120820276584000,69547,
150,124,94060772092789502114092482000,70827,
150,125,19564640595300216439731236256,61867,
150,126,3881873133988138182486356400,61867,
150,127,733582324533191467556476800,76800,
150,128,131815573939557841826554425,101973,
150,129,22480175400544748218482150,70827,
