100,0,1,112640,
100,1,100,508586,
100,2,4950,21334,
100,3,161700,25600,
100,4,3921225,20053,
100,5,75287520,20053,
100,6,1192052400,63146,
100,7,16007560800,49920,
100,8,186087894300,59733,
100,9,1902231808400,100694,
100,10,17310309456440,136960,
100,11,141629804643600,93013,
100,12,1050421051106700,108373,
100,13,7110542499799200,102400,
100,14,44186942677323600,98987,
100,15,253338471349988640,133120,
100,16,1345860629046814650,162133,
100,17,6650134872937201800,126294,
100,18,30664510802988208300,243200,
100,19,132341572939212267400,185173,
100,20,535983370403809682970,198827,
100,21,2041841411062132125600,162987,
100,22,7332066885177656269200,171093,
100,23,24865270306254660391200,200106,
100,24,79776075565900368755100,199253,
100,25,242519269720337121015504,183040,
100,26,699574816500972464467800,176640,
100,27,1917353200780443050763600,242346,
100,28,4998813702034726525205100,209493,
100,29,12410847811948286545336800,200534,
100,30,29372339821610944823963760,206507,
100,31,66324638306863423796047200,251306,
100,32,143012501349174257560226775,348587,
100,33,294692427022540894366527900,197120,
100,34,580717429720889409486981450,182186,
100,35,1095067153187962886461165020,177920,
100,36,1977204582144932989443770175,210773,
100,37,3420029547493938143902737600,237653,
100,38,5670048986634686922786117600,192853,
100,39,9013924030034630492634340800,216320,
100,40,13746234145802811501267369720,192427,
100,41,20116440213369968050635175200,183894,
100,42,28258808871162574166368460400,219734,
100,43,38116532895986727945334202400,192000,
100,44,49378235797073715747364762200,403200,
100,45,61448471214136179596720592960,455253,
100,46,73470998190814997343905056800,180480,
100,47,84413487283064039501507937600,152320,
100,48,93206558875049876949581681100,178773,
100,49,98913082887808032681188722800,104107,
100,50,100891344545564193334812497256,111360,
100,51,98913082887808032681188722800,156586,
100,52,93206558875049876949581681100,168960,
100,53,84413487283064039501507937600,303360,
100,54,73470998190814997343905056800,165546,
100,55,61448471214136179596720592960,139947,
100,56,49378235797073715747364762200,113067,
100,57,38116532895986727945334202400,73813,
100,58,28258808871162574166368460400,69973,
100,59,20116440213369968050635175200,80640,
100,60,13746234145802811501267369720,89600,
100,61,9013924030034630492634340800,65706,
100,62,5670048986634686922786117600,66133,
100,63,3420029547493938143902737600,62720,
100,64,1977204582144932989443770175,57174,
100,65,1095067153187962886461165020,54187,
100,66,580717429720889409486981450,65280,
100,67,294692427022540894366527900,44374,
100,68,143012501349174257560226775,40960,
100,69,66324638306863423796047200,42667,
100,70,29372339821610944823963760,41387,
100,71,12410847811948286545336800,37973,
100,72,4998813702034726525205100,37973,
100,73,1917353200780443050763600,32426,
100,74,699574816500972464467800,30720,
100,75,242519269720337121015504,32853,
100,76,79776075565900368755100,31573,
100,77,24865270306254660391200,27306,
100,78,7332066885177656269200,26880,
100,79,2041841411062132125600,27733,
100,80,535983370403809682970,24320,
100,81,132341572939212267400,21760,
100,82,30664510802988208300,17920,
100,83,6650134872937201800,18773,
100,84,1345860629046814650,17920,
100,85,253338471349988640,14507,
100,86,44186942677323600,13654,
100,87,7110542499799200,15787,
100,88,1050421051106700,13226,
100,89,141629804643600,11520,
100,90,17310309456440,33280,
100,91,1902231808400,18773,
100,92,186087894300,17494,
100,93,16007560800,13227,
100,94,1192052400,8960,
100,95,75287520,11520,
100,96,3921225,5973,
100,97,161700,4694,
100,98,4950,7254,
100,99,100,3840,
100,100,1,1707,
Promedio de los tiempos de ejecución(Iterativo): 113941 nanosegundos
